# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
Kepler-6 b,Kepler-6,1,1,Transit,2009,3.23469960,0.048520,14.617,1.304,212.31044,0.66800,Mass,0.400000,0.000000,792.22,1460,0,,5647.00,1.39,1.21,0.189,4.24,587.0390000,13.1714000
Kepler-60 b,Kepler-60,1,3,Transit,2012,7.13340000,0.071900,1.710,0.153,4.19000,0.01318,Mass,4.620000,0.000000,318.00,1102,1,,5905.00,1.26,1.04,0.369,4.26,1025.1000000,13.9132000
Kepler-60 c,Kepler-60,1,3,Transit,2012,8.91870000,0.083500,1.900,0.170,3.85000,0.01211,Mass,3.060000,0.000000,236.00,1023,1,,5905.00,1.26,1.04,0.369,4.26,1025.1000000,13.9132000
Kepler-60 d,Kepler-60,1,3,Transit,2012,11.89810000,0.101200,1.990,0.178,4.16000,0.01309,Mass,2.910000,0.000000,161.00,929,1,,5905.00,1.26,1.04,0.369,4.26,1025.1000000,13.9132000
Kepler-600 b,Kepler-600,1,1,Transit,2016,23.67517607,0.153600,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,0.000000,20.18,528,0,,5279.00,0.81,0.84,-0.339,4.56,619.7230000,14.7010000
Kepler-601 b,Kepler-601,1,1,Transit,2016,5.37886844,0.056000,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,0.000000,110.62,833,0,,5160.00,0.79,0.85,-0.428,4.57,414.8250000,14.0013000
Kepler-602 b,Kepler-602,1,1,Transit,2016,15.28469497,0.122400,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,128.78,852,0,,6062.00,1.13,1.08,0.326,4.37,1159.3100000,14.4779000
Kepler-603 b,Kepler-603,1,3,Transit,2016,21.05358596,0.150200,2.650,0.236,7.51000,0.02360,M-R relationship,2.220000,0.000000,119.99,731,0,,5808.00,1.01,1.01,0.392,4.43,1539.6300000,14.8159000
Kepler-603 c,Kepler-603,1,3,Transit,2016,127.90757740,0.500100,6.500,0.580,34.50000,0.10800,M-R relationship,0.690000,0.000000,10.82,401,1,,5808.00,1.01,1.01,0.392,4.43,1539.6300000,14.8159000
Kepler-603 d,Kepler-603,1,3,Transit,2016,6.21712920,0.066600,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.000000,610.28,1098,0,,5808.00,1.01,1.01,0.392,4.43,1539.6300000,14.8159000
Kepler-604 b,Kepler-604,1,1,Transit,2016,25.85501786,0.173500,2.590,0.231,7.22000,0.02270,M-R relationship,2.280000,0.000000,46.98,637,0,,5890.00,1.03,1.02,0.092,4.42,1026.4900000,14.6798000
Kepler-605 b,Kepler-605,1,2,Transit,2016,3.38353807,0.042000,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,316.72,1133,0,,5462.00,0.88,0.91,-0.248,4.52,556.5800000,14.1363000
Kepler-605 c,Kepler-605,1,2,Transit,2016,2.35895152,0.033000,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,513.03,1278,0,,5462.00,0.88,0.91,-0.248,4.52,556.5800000,14.1363000
Kepler-606 b,Kepler-606,1,1,Transit,2016,24.31575992,0.170000,3.310,0.295,11.00000,0.03450,M-R relationship,1.670000,0.000000,71.84,683,0,,6161.00,1.22,1.13,0.254,4.32,1215.1100000,14.6644000
Kepler-607 b,Kepler-607,1,2,Transit,2016,0.63816320,0.013500,0.870,0.078,0.59000,0.00186,M-R relationship,4.920000,0.000000,2302.61,1874,0,,5196.00,0.80,0.84,-0.382,4.56,519.1220000,14.3746000
Kepler-607 c,Kepler-607,1,2,Transit,2021,39.67679977,0.212200,2.760,0.246,8.05000,0.02530,M-R relationship,2.100000,0.000000,11.85,473,0,,5244.00,0.89,0.81,-0.382,4.45,519.1220000,14.3746000
Kepler-608 b,Kepler-608,1,1,Transit,2016,6.41251504,0.068500,3.640,0.325,12.90000,0.04050,M-R relationship,1.470000,0.000000,270.16,1069,0,,5820.00,1.01,1.00,0.041,4.43,946.6830000,14.6570000
Kepler-609 b,Kepler-609,1,1,Transit,2016,6.52121067,0.068200,3.350,0.299,11.20000,0.03520,M-R relationship,1.640000,0.000000,258.06,932,0,,5971.00,1.14,1.09,0.065,4.36,1065.8200000,14.8041000
Kepler-61 b,Kepler-61,1,1,Transit,2013,59.87756000,0.248610,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,0.250000,1.69,273,0,K7 V,4017.00,0.62,0.64,-0.971,4.67,335.0790000,15.0426000
Kepler-610 b,Kepler-610,1,2,Transit,2016,6.99692655,0.071900,4.190,0.374,16.30000,0.05140,M-R relationship,1.220000,0.000000,139.07,888,0,,5943.00,1.13,1.10,-0.110,4.37,845.8240000,14.7698000
Kepler-610 c,Kepler-610,1,2,Transit,2016,151.86392000,0.559400,3.300,0.294,10.90000,0.03430,M-R relationship,1.670000,0.000000,2.30,318,0,,5943.00,1.13,1.10,-0.110,4.37,845.8240000,14.7698000
Kepler-611 b,Kepler-611,1,1,Transit,2016,2.43703330,0.035100,1.650,0.147,3.36000,0.01060,M-R relationship,4.110000,0.000000,1825.30,1513,0,,5761.00,1.01,1.01,0.383,4.43,1395.5600000,14.5717000
Kepler-612 b,Kepler-612,1,1,Transit,2016,3.72215641,0.045200,2.840,0.253,8.45000,0.02660,M-R relationship,2.030000,0.000000,997.09,1046,0,,5693.00,0.96,0.98,0.305,4.46,1445.5300000,14.9103000
Kepler-613 b,Kepler-613,1,1,Transit,2016,15.77979614,0.123200,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,0.000000,66.27,713,0,,5723.00,0.96,0.98,-0.057,4.47,861.4940000,14.5892000
Kepler-614 b,Kepler-614,1,1,Transit,2016,14.03491514,0.102700,2.390,0.213,6.30000,0.01980,M-R relationship,2.540000,0.000000,37.20,641,0,,5268.00,0.81,0.85,-0.418,4.55,527.9950000,14.5441000
Kepler-615 b,Kepler-615,1,1,Transit,2016,10.35584657,0.085000,1.740,0.155,3.68000,0.01160,M-R relationship,3.840000,0.000000,19.18,620,0,,4655.00,0.69,0.73,-0.695,4.62,330.0000000,14.3489000
Kepler-616 b,Kepler-616,1,3,Transit,2016,9.99761851,0.092700,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,129.18,860,0,,5753.00,0.97,0.98,-0.111,4.46,945.7750000,14.9475000
Kepler-616 c,Kepler-616,1,3,Transit,2016,90.41135560,0.402400,3.410,0.304,11.50000,0.03630,M-R relationship,1.590000,0.000000,6.86,413,0,,5753.00,0.97,0.98,-0.111,4.46,945.7750000,14.9475000
Kepler-616 d,Kepler-616,1,3,Transit,2021,51.06740189,0.274900,2.653,0.237,7.52000,0.02370,M-R relationship,2.210000,0.000000,14.69,499,0,,6004.00,0.98,1.06,-0.111,4.48,945.7750000,14.9475000
Kepler-617 b,Kepler-617,1,1,Transit,2016,1.68269615,0.021900,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.000000,100.30,750,0,M1 V,3712.00,0.48,0.51,-1.305,4.77,173.3540000,14.8277000
Kepler-618 b,Kepler-618,1,1,Transit,2016,3.59576964,0.046000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,677.57,1296,0,,5860.00,1.08,1.05,0.173,4.39,1221.9600000,14.8038000
Kepler-619 b,Kepler-619,1,2,Transit,2016,5.40427220,0.061100,3.160,0.282,10.10000,0.03190,M-R relationship,1.760000,0.000000,224.15,1073,0,,5980.00,1.11,1.09,-0.040,4.38,900.6780000,14.6704000
Kepler-619 c,Kepler-619,1,2,Transit,2016,1.20846503,0.022500,1.690,0.151,3.50000,0.01100,M-R relationship,3.980000,0.000000,1652.91,1767,0,,5980.00,1.11,1.09,-0.040,4.38,900.6780000,14.6704000
Kepler-62 b,Kepler-62,1,5,Transit,2013,5.71493200,0.055300,1.310,0.117,9.00000,0.03000,Mass,,0.000000,80.33,750,0,K2 V,4925.00,0.64,0.69,-0.678,4.68,300.8740000,13.7197000
Kepler-62 c,Kepler-62,1,5,Transit,2013,12.44170000,0.092900,0.540,0.048,4.00000,0.01300,Mass,,0.000000,28.49,578,0,K2 V,4925.00,0.64,0.69,-0.678,4.68,300.8740000,13.7197000
Kepler-62 d,Kepler-62,1,5,Transit,2013,18.16406000,0.120000,1.950,0.174,14.00000,0.04400,Mass,,0.000000,17.21,510,0,K2 V,4925.00,0.64,0.69,-0.678,4.68,300.8740000,13.7197000
Kepler-62 e,Kepler-62,1,5,Transit,2013,122.38740000,0.427000,1.610,0.144,36.00000,0.11300,Mass,,0.000000,1.35,270,0,K2 V,4925.00,0.64,0.69,-0.678,4.68,300.8740000,13.7197000
Kepler-62 f,Kepler-62,1,5,Transit,2013,267.29100000,0.718000,1.410,0.126,35.00000,0.11000,Mass,,0.000000,0.48,208,0,K2 V,4925.00,0.64,0.69,-0.678,4.68,300.8740000,13.7197000
Kepler-620 b,Kepler-620,1,1,Transit,2016,12.91375431,0.105300,3.320,0.296,11.00000,0.03460,M-R relationship,1.650000,0.000000,219.05,849,0,,6155.00,1.22,1.15,0.341,4.33,1355.2800000,14.6381000
Kepler-621 b,Kepler-621,1,1,Transit,2016,2.62811375,0.031000,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,69.56,737,0,,4521.00,0.68,0.72,-0.759,4.63,389.0000000,14.8956000
Kepler-622 b,Kepler-622,1,1,Transit,2016,14.28226676,0.097800,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,12.49,446,0,,4201.00,0.61,0.64,-0.862,4.67,284.7610000,14.6521000
Kepler-623 b,Kepler-623,1,1,Transit,2016,9.07097734,0.085400,3.010,0.269,9.32000,0.02930,M-R relationship,1.880000,0.000000,77.10,825,0,,5443.00,0.86,0.90,-0.318,4.53,737.7020000,14.9634000
Kepler-624 b,Kepler-624,1,1,Transit,2016,14.58649607,0.117200,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,0.000000,130.76,852,0,,6117.00,1.18,1.10,0.291,4.33,748.1880000,13.4569000
Kepler-625 b,Kepler-625,1,2,Transit,2016,7.75192492,0.076800,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,407.83,852,0,,5789.00,0.96,1.04,0.406,4.49,760.7080000,13.2641000
Kepler-625 c,Kepler-625,1,2,Transit,2016,4.16536510,0.050800,1.050,0.094,1.16000,0.00364,M-R relationship,5.510000,0.000000,932.13,1048,0,,5789.00,0.96,1.04,0.406,4.49,760.7080000,13.2641000
Kepler-626 b,Kepler-626,1,1,Transit,2016,14.48585199,0.115000,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,0.000000,69.80,784,0,,5813.00,1.05,1.01,-0.042,4.40,635.6430000,13.9435000
Kepler-627 b,Kepler-627,1,1,Transit,2016,40.69944430,0.232700,3.730,0.333,13.40000,0.04220,M-R relationship,1.420000,0.000000,39.30,685,0,,6424.00,1.49,1.30,0.385,4.21,984.3070000,13.9490000
Kepler-628 b,Kepler-628,1,1,Transit,2016,15.45805670,0.124100,8.400,0.749,53.20000,0.16800,M-R relationship,0.493000,0.000000,262.60,871,0,,5721.00,1.28,1.00,0.604,4.22,897.9010000,13.0557000
Kepler-629 b,Kepler-629,1,1,Transit,2016,7.23858540,0.071200,1.380,0.123,2.48000,0.00780,M-R relationship,5.190000,0.000000,103.15,816,0,,5444.00,0.84,0.93,-0.283,4.55,372.0500000,13.3580000
Kepler-63 b,Kepler-63,1,1,Transit,2013,9.43415050,0.080000,6.110,0.545,120.00000,0.37800,Mass,3.000000,0.450000,100.37,791,0,,5576.00,0.90,0.98,-0.157,4.52,194.0330000,11.5352000
Kepler-630 b,Kepler-630,1,1,Transit,2016,161.47439370,0.572900,3.180,0.284,10.20000,0.03220,M-R relationship,1.740000,0.000000,5.57,343,0,,5829.00,1.04,1.02,0.302,4.42,839.7840000,13.8518000
Kepler-631 b,Kepler-631,1,1,Transit,2016,17.97979059,0.144700,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,0.000000,94.14,828,0,,6185.00,1.33,1.24,0.389,4.28,761.9660000,13.4930000
Kepler-632 b,Kepler-632,1,1,Transit,2016,30.99660733,0.188500,2.210,0.197,5.52000,0.01740,M-R relationship,2.810000,0.000000,14.72,500,0,,5322.00,0.84,0.91,-0.292,4.55,349.0000000,
Kepler-633 b,Kepler-633,1,2,Transit,2016,8.50340718,0.081500,1.630,0.145,3.29000,0.01040,M-R relationship,4.170000,0.000000,257.22,1021,0,,5899.00,1.15,1.02,0.160,4.32,680.5400000,
Kepler-633 c,Kepler-633,1,2,Transit,2021,23.78319931,0.161800,2.296,0.205,5.89000,0.01850,M-R relationship,2.670000,0.000000,65.26,725,0,,5877.00,1.27,1.00,0.160,4.23,680.5400000,
Kepler-634 b,Kepler-634,1,1,Transit,2016,5.16950177,0.057800,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,0.000000,808.84,1309,0,,6075.00,1.24,1.03,0.421,4.26,888.0270000,13.4921000
Kepler-635 b,Kepler-635,1,1,Transit,2016,23.44971004,0.176400,2.640,0.236,7.46000,0.02350,M-R relationship,2.230000,0.000000,193.93,802,0,,6174.00,1.51,1.33,0.735,4.20,1141.0800000,13.2638000
Kepler-636 b,Kepler-636,2,1,Transit,2016,16.08066115,0.118500,4.450,0.397,18.10000,0.05700,M-R relationship,1.130000,0.000000,67.51,614,0,,5203.00,0.80,0.85,-0.374,4.56,310.3010000,
Kepler-637 b,Kepler-637,1,1,Transit,2016,23.20584623,0.186700,4.750,0.424,20.20000,0.06360,M-R relationship,1.040000,0.000000,63.80,1002,0,,6096.00,2.56,1.64,0.382,3.84,786.0910000,13.3288000
Kepler-638 b,Kepler-638,1,1,Transit,2016,6.07972888,0.063200,1.830,0.163,4.01000,0.01260,M-R relationship,3.600000,0.000000,872.57,1111,0,,5382.00,0.93,0.88,0.532,4.43,991.2140000,13.5186000
Kepler-639 b,Kepler-639,1,1,Transit,2016,10.21420496,0.096600,2.380,0.212,6.26000,0.01970,M-R relationship,2.550000,0.000000,295.83,957,0,,5896.00,1.29,1.14,0.483,4.27,850.2420000,13.2686000
Kepler-640 b,Kepler-640,1,1,Transit,2016,22.24813967,0.156600,2.560,0.228,7.08000,0.02230,M-R relationship,2.320000,0.000000,35.06,609,0,,5653.00,0.94,1.01,-0.024,4.50,557.7870000,13.6870000
Kepler-641 b,Kepler-641,1,1,Transit,2016,9.48961571,0.087900,1.850,0.165,4.08000,0.01280,M-R relationship,3.540000,0.000000,311.79,926,0,,5713.00,1.13,1.02,0.390,4.33,969.9180000,13.7625000
Kepler-642 b,Kepler-642,1,1,Transit,2016,4.41745855,0.058900,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,0.000000,719.37,1810,0,,6570.00,1.66,1.40,0.398,4.14,781.5820000,13.2945000
Kepler-643 b,Kepler-643,1,1,Transit,2016,16.33889626,0.126000,10.160,0.906,321.00830,1.01000,Mass,1.680000,0.370000,211.71,963,0,,4908.00,2.52,1.00,0.478,3.64,1063.5800000,13.7694000
Kepler-644 b,Kepler-644,1,1,Transit,2016,3.17391710,0.046600,3.150,0.281,10.10000,0.03170,M-R relationship,1.780000,0.000000,2381.77,1655,0,,6747.00,1.81,1.49,0.710,4.09,1318.0500000,13.9601000
Kepler-645 b,Kepler-645,1,1,Transit,2016,3.27582262,0.049000,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,0.000000,1364.76,1730,0,,6170.00,1.21,1.13,0.451,4.33,1173.5700000,14.0305000
Kepler-646 b,Kepler-646,1,1,Transit,2016,15.87364565,0.114900,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,38.23,632,0,,5634.00,0.91,0.93,-0.259,4.49,451.7940000,13.7654000
Kepler-647 b,Kepler-647,1,2,Transit,2016,16.22546490,0.122200,1.170,0.104,1.71000,0.00537,M-R relationship,5.870000,0.000000,162.79,788,0,,6020.00,1.07,1.03,0.418,4.39,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,1,2,Transit,2020,29.66630000,0.182700,4.001,0.357,15.10000,0.04760,M-R relationship,1.300000,0.000000,37.22,644,0,,5906.74,1.55,1.07,0.418,4.09,1087.8700000,13.9345000
Kepler-648 b,Kepler-648,1,1,Transit,2016,17.42117490,0.134100,3.220,0.287,10.50000,0.03290,M-R relationship,1.730000,0.000000,47.34,674,0,,5741.00,0.98,1.05,-0.053,4.48,636.0300000,13.9145000
Kepler-649 b,Kepler-649,1,1,Transit,2016,29.90722674,0.180500,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,0.000000,25.15,564,0,,5871.00,0.94,0.97,-0.044,4.48,513.7480000,13.3936000
Kepler-65 b,Kepler-65,1,4,Transit,2012,2.15491000,0.035000,1.420,0.127,2.40000,0.00760,Mass,4.400000,0.028000,2316.10,1740,0,,6211.00,1.41,1.25,0.467,4.23,303.7280000,10.9656000
Kepler-65 c,Kepler-65,1,4,Transit,2012,5.85994400,0.068000,2.580,0.230,5.40000,0.01700,Mass,1.640000,0.020000,609.99,1246,1,,6211.00,1.41,1.25,0.467,4.23,303.7280000,10.9656000
Kepler-65 d,Kepler-65,1,4,Transit,2012,8.13123000,0.084000,1.520,0.136,4.14000,0.01300,Mass,5.700000,0.014000,394.55,1117,1,,6211.00,1.41,1.25,0.467,4.23,303.7280000,10.9656000
Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,258.80000000,,13.900,1.240,260.00000,0.82000,Mass,0.532000,0.283000,,,0,,6220.00,1.44,1.25,0.451,4.23,303.7280000,10.9656000
Kepler-650 b,Kepler-650,1,1,Transit,2016,3.03214559,0.042100,2.960,0.264,9.06000,0.02850,M-R relationship,1.920000,0.000000,1218.88,1507,0,,5849.00,1.35,1.08,0.284,4.21,884.3780000,14.1242000
Kepler-651 b,Kepler-651,1,1,Transit,2016,21.38521506,0.140900,2.370,0.211,6.21000,0.01950,M-R relationship,2.560000,0.000000,27.22,574,0,,5522.00,0.87,0.92,-0.253,4.53,509.4080000,13.9621000
Kepler-652 b,Kepler-652,1,1,Transit,2016,4.18200253,0.050300,2.490,0.222,6.76000,0.02130,M-R relationship,2.410000,0.000000,211.88,974,0,,5490.00,0.88,0.97,-0.270,4.54,394.5500000,13.4353000
Kepler-653 b,Kepler-653,1,2,Transit,2016,14.70748976,0.119700,1.950,0.174,4.46000,0.01400,M-R relationship,3.310000,0.000000,90.38,819,0,,5665.00,1.19,1.02,0.119,4.29,595.6340000,13.3461000
Kepler-653 c,Kepler-653,1,2,Transit,2016,0.90037648,0.018600,0.780,0.070,0.39900,0.00126,M-R relationship,4.620000,0.000000,3743.28,2078,0,,5665.00,1.19,1.02,0.119,4.29,595.6340000,13.3461000
Kepler-654 b,Kepler-654,1,1,Transit,2016,13.72465129,0.111600,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,0.000000,229.31,831,0,,5865.00,1.11,1.04,0.462,4.36,974.1240000,13.6614000
Kepler-655 b,Kepler-655,1,1,Transit,2016,46.40633580,0.255900,2.710,0.242,7.80000,0.02450,M-R relationship,2.150000,0.000000,28.77,588,0,,6170.00,1.24,1.15,0.324,4.31,752.5620000,13.4641000
Kepler-656 b,Kepler-656,1,1,Transit,2016,1.26025909,0.023200,3.120,0.278,9.91000,0.03120,M-R relationship,1.790000,0.000000,924.37,1569,0,,5281.00,0.82,0.86,-0.299,4.56,890.3520000,15.3370000
Kepler-657 b,Kepler-657,1,1,Transit,2016,24.54350418,0.165400,3.520,0.314,12.20000,0.03830,M-R relationship,1.540000,0.000000,34.07,616,0,,5808.00,1.01,1.01,0.279,4.44,1691.8800000,15.3190000
Kepler-658 b,Kepler-658,1,1,Transit,2016,1.28707676,0.018800,1.630,0.145,3.29000,0.01040,M-R relationship,4.170000,0.000000,223.75,871,0,,4103.00,0.60,0.63,-0.899,4.68,388.3840000,15.4910000
Kepler-659 b,Kepler-659,1,1,Transit,2016,17.67179600,0.120400,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,0.000000,21.31,513,0,,4870.00,0.74,0.79,-0.526,4.60,722.6400000,15.5655000
Kepler-66 b,Kepler-66,1,1,Transit,2013,17.81581500,0.135200,2.800,0.250,8.25000,0.02590,M-R relationship,2.070000,0.000000,62.84,699,0,G0 V,5962.00,0.97,1.04,0.051,4.48,1202.9600000,15.1474000
Kepler-660 b,Kepler-660,1,1,Transit,2016,9.27358194,0.075900,2.570,0.229,7.13000,0.02240,M-R relationship,2.310000,0.000000,44.09,649,0,,4779.00,0.71,0.75,-0.626,4.61,568.4310000,15.2644000
Kepler-661 b,Kepler-661,1,1,Transit,2016,6.02930132,0.058500,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,45.53,678,0,,4483.00,0.67,0.70,-0.814,4.64,534.7880000,15.8003000
Kepler-662 b,Kepler-662,1,1,Transit,2016,21.67697486,0.140800,2.180,0.194,5.39000,0.01700,M-R relationship,2.860000,0.000000,23.82,530,0,,4897.00,0.74,0.79,-0.356,4.60,815.6370000,15.3741000
Kepler-663 b,Kepler-663,1,1,Transit,2016,4.99678284,0.055900,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,167.98,917,0,,5264.00,0.82,0.86,-0.313,4.55,1063.0900000,15.8686000
Kepler-664 b,Kepler-664,1,1,Transit,2016,2.52559332,0.037400,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,652.43,1406,0,,5754.00,1.02,1.01,-0.111,4.43,1210.1200000,15.4990000
Kepler-665 b,Kepler-665,1,1,Transit,2016,16.01310205,0.114800,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,20.72,593,0,,4913.00,0.74,0.79,-0.595,4.60,612.8380000,15.4019000
Kepler-666 b,Kepler-666,1,1,Transit,2016,4.49876092,0.054200,2.400,0.214,6.35000,0.02000,M-R relationship,2.520000,0.000000,575.64,1133,0,,5887.00,1.05,1.03,0.182,4.41,1508.7100000,15.3405000
Kepler-667 b,Kepler-667,1,1,Transit,2016,41.43962808,0.228800,4.730,0.422,20.10000,0.06320,M-R relationship,1.040000,0.000000,71.82,516,0,,5327.00,0.87,0.91,0.557,4.53,2302.4500000,15.3616000
Kepler-668 b,Kepler-668,1,1,Transit,2016,8.35390639,0.076800,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,0.000000,77.62,790,0,,5352.00,0.82,0.87,-0.396,4.55,784.6180000,15.2931000
Kepler-669 b,Kepler-669,1,1,Transit,2016,4.12554687,0.052900,4.830,0.431,20.80000,0.06550,M-R relationship,1.010000,0.000000,826.76,1243,0,,6038.00,1.20,1.15,0.358,4.34,2063.4100000,15.4817000
Kepler-67 b,Kepler-67,1,1,Transit,2013,15.72590000,0.117100,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.000000,34.20,602,0,G9 V,5331.00,0.78,0.86,-0.376,4.59,1131.1900000,16.1723000
Kepler-670 b,Kepler-670,1,1,Transit,2016,2.81650485,0.038300,13.180,1.176,,,Msini,,0.000000,528.22,1219,0,,5709.00,0.99,0.99,-0.100,4.44,939.7440000,15.0268000
Kepler-671 b,Kepler-671,1,1,Transit,2016,4.28095859,0.050300,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,0.000000,331.44,1012,0,,5624.00,0.95,0.97,-0.081,4.47,1168.2600000,15.3578000
Kepler-672 b,Kepler-672,1,1,Transit,2016,38.37746230,0.216300,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,0.000000,16.36,529,1,,5627.00,0.92,0.95,-0.112,4.50,1033.9300000,15.1312000
Kepler-673 b,Kepler-673,1,1,Transit,2016,3.72873109,0.045500,6.540,0.583,34.80000,0.11000,M-R relationship,0.684000,0.000000,253.46,1023,0,,5355.00,0.84,0.88,-0.344,4.54,918.2100000,15.5056000
Kepler-674 b,Kepler-674,1,1,Transit,2016,2.24338185,0.028000,1.690,0.151,3.50000,0.01100,M-R relationship,3.980000,0.000000,146.51,822,0,,4192.00,0.57,0.60,-0.907,4.69,342.2540000,15.1272000
Kepler-675 b,Kepler-675,1,1,Transit,2016,2.33743801,0.032500,2.440,0.218,6.53000,0.02050,M-R relationship,2.470000,0.000000,308.55,1070,0,,4945.00,0.75,0.79,-0.507,4.60,665.6800000,15.3356000
Kepler-676 b,Kepler-676,1,1,Transit,2016,11.59822172,0.079800,3.040,0.271,9.48000,0.02980,M-R relationship,1.850000,0.000000,8.24,396,0,,3701.00,0.49,0.51,-1.295,4.77,295.1960000,15.8791000
Kepler-677 b,Kepler-677,1,1,Transit,2016,6.57531678,0.067000,5.380,0.480,25.00000,0.07860,M-R relationship,0.882000,0.000000,683.27,1015,0,,5723.00,0.99,1.00,0.390,4.45,1954.0800000,15.2970000
Kepler-678 b,Kepler-678,1,1,Transit,2016,7.27503724,0.073200,5.140,0.459,23.10000,0.07280,M-R relationship,0.935000,0.000000,113.64,833,0,,5520.00,0.91,0.94,0.449,4.50,1826.1500000,15.0614000
Kepler-679 b,Kepler-679,1,1,Transit,2016,12.39358604,0.098300,3.010,0.269,9.32000,0.02930,M-R relationship,1.880000,0.000000,56.00,677,0,,5403.00,0.84,0.87,-0.348,4.54,922.2440000,15.5291000
Kepler-68 b,Kepler-68,2,4,Transit,2013,5.39875259,0.061350,2.357,0.210,8.03000,0.02527,Mass,3.370000,0.090000,441.00,1275,0,,5847.00,1.26,1.06,0.231,4.28,144.1660000,9.9335500
Kepler-68 c,Kepler-68,2,4,Transit,2013,9.60502700,0.090080,0.979,0.087,1.30000,0.00409,Mass,7.500000,0.099000,204.00,1052,0,,5847.00,1.26,1.06,0.231,4.28,144.1660000,9.9335500
Kepler-68 d,Kepler-68,2,4,Radial Velocity,2013,632.62000000,1.469000,13.900,1.240,267.00000,0.84007,Mass,0.546000,0.102000,,,0,,5847.00,1.26,1.06,0.231,4.28,144.1660000,9.9335500
Kepler-68 e,Kepler-68,2,4,Radial Velocity,2023,3455.00000000,4.600000,11.200,0.997,86.44933,0.27200,Msini,0.338000,0.330000,,,0,,5847.00,1.26,1.06,0.218,4.28,144.1660000,9.9335500
